,Year,CU,TCRC,SP2
Bagdad,2008,1.0,289.6092544923923,870.8586548308886
Bagdad,2009,1.0,484.40437246063215,733.937472228944
Bagdad,2010,1.0,295.48463456469347,965.4771784642735
Bagdad,2011,1.0,344.9625421973603,1184.76825799962
Bagdad,2012,1.0,377.1973518924253,910.701977977671
Bagdad,2013,1.0,416.49708654295705,620.9346932352228
Bagdad,2014,1.0,538.6579380491202,637.6917506905429
Bagdad,2015,1.0,625.7403040522361,626.0847314924467
Bagdad,2016,1.0,562.2139195262345,526.1823495711269
Bagdad,2017,1.0,523.0624830203443,756.6289598528965
Bagdad Conc Leach SxEw,2003,0.990909090909091,437.7020239493989,303.6604734259495
Bagdad Conc Leach SxEw,2004,0.9937106918238994,314.71018578087495,642.7808068011332
Bagdad Conc Leach SxEw,2005,0.40880503144654085,605.9993462162437,702.623222632848
Bagdad Conc Leach SxEw,2006,0.5660377358490566,654.0771892519688,1222.9212106889845
Bagdad Conc Leach SxEw,2007,0.5827044025157233,400.97019232272004,1066.9176514175442
Bagdad Conc Leach SxEw,2008,0.6672955974842767,289.6092544923923,870.8586548308886
Carlota,2008,1.0,289.6092544923923,870.8586548308886
Carlota,2009,1.0,484.40437246063215,733.937472228944
Carlota,2010,1.0,295.48463456469347,965.4771784642735
Carlota,2011,1.0,344.9625421973603,1184.76825799962
Carlota,2012,1.0,377.1973518924253,910.701977977671
Carlota,2013,1.0,416.49708654295705,620.9346932352228
Carlota,2014,1.0,538.6579380491202,637.6917506905429
Carlota,2015,1.0,625.7403040522361,626.0847314924467
Carlota,2016,1.0,562.2139195262345,526.1823495711269
Carlota,2017,1.0,523.0624830203443,756.6289598528965
Carrollton,1992,0.9886956521739131,987.505982760015,
Carrollton,1993,0.9985609756097561,959.1938700091315,643.4263428857876
Carrollton,1994,0.953170731707317,841.3371092476353,710.6444034910924
Carrollton,1995,0.991869918699187,659.2490789967804,1003.1611059604347
Carrollton,1996,0.9606299212598425,839.2436749351455,694.3183006954018
Carrollton,1997,0.9763779527559056,906.3963774982449,686.8798854471715
Carrollton,1998,0.9763779527559056,820.28826929231,498.08672926585473
Carrollton,1999,1.0,557.9950901626388,452.20109928406646
Carrollton,2000,0.9166666666666666,555.4588259029698,533.8081174976221
Casa Grande RLE,1992,1.0,987.505982760015,
Casa Grande RLE,1993,0.8,959.1938700091315,643.4263428857876
Chino,1992,1.0,987.505982760015,
Chino,1993,1.0,959.1938700091315,643.4263428857876
Chino,1994,1.0,841.3371092476353,710.6444034910924
Chino,1995,1.0,659.2490789967804,1003.1611059604347
Chino,1996,1.0,839.2436749351455,694.3183006954018
Chino,1997,1.0,906.3963774982449,686.8798854471715
Chino,1998,1.0,820.28826929231,498.08672926585473
Chino,1999,1.0,557.9950901626388,452.20109928406646
Chino,2000,1.0,555.4588259029698,533.8081174976221
Chino,2001,1.0,585.971062800398,398.2247760378723
Chino,2002,1.0,528.7539362675177,358.9698750922221
Chino,2003,1.0,437.7020239493989,303.6604734259495
Chino,2004,1.0,314.71018578087495,642.7808068011332
Chino,2005,1.0,605.9993462162437,702.623222632848
Chino,2006,1.0,654.0771892519688,1222.9212106889845
Chino,2007,1.0,400.97019232272004,1066.9176514175442
Chino,2008,1.0,289.6092544923923,870.8586548308886
Chino,2009,1.0,484.40437246063215,733.937472228944
Chino,2010,1.0,295.48463456469347,965.4771784642735
Chino,2011,1.0,344.9625421973603,1184.76825799962
Chino,2012,1.0,377.1973518924253,910.701977977671
Chino,2013,1.0,416.49708654295705,620.9346932352228
Chino,2014,1.0,538.6579380491202,637.6917506905429
Chino,2015,1.0,625.7403040522361,626.0847314924467
Chino,2016,1.0,562.2139195262345,526.1823495711269
Chino,2017,1.0,523.0624830203443,756.6289598528965
Cox Creek,1992,0.75,987.505982760015,
Cox Creek,1993,0.6666666666666666,959.1938700091315,643.4263428857876
Cyprus Miami,1992,0.6725490196078431,987.505982760015,
Cyprus Miami,1993,0.9411764705882353,959.1938700091315,643.4263428857876
Cyprus Miami,1994,0.4944625,841.3371092476353,710.6444034910924
Cyprus Miami,1995,0.7558139534883721,659.2490789967804,1003.1611059604347
Cyprus Miami,1996,0.9069767441860465,839.2436749351455,694.3183006954018
Cyprus Miami,1997,0.8837209302325582,906.3963774982449,686.8798854471715
Cyprus Miami,1998,0.9308108108108107,820.28826929231,498.08672926585473
Cyprus Miami,1999,0.9914684210526316,557.9950901626388,452.20109928406646
Cyprus Miami,2000,1.0084210526315789,555.4588259029698,533.8081174976221
Cyprus Miami,2001,0.8963157894736843,585.971062800398,398.2247760378723
Cyprus Tohono In-Situ,1992,1.0,987.505982760015,
Cyprus Tohono In-Situ,1993,1.0,959.1938700091315,643.4263428857876
Cyprus Tohono In-Situ,1994,1.0,841.3371092476353,710.6444034910924
Cyprus Tohono In-Situ,1995,1.0,659.2490789967804,1003.1611059604347
Cyprus Tohono In-Situ,1996,1.0,839.2436749351455,694.3183006954018
Cyprus Tohono In-Situ,1997,1.0,906.3963774982449,686.8798854471715
Cyprus Tohono Open Pit,1994,1.0,841.3371092476353,710.6444034910924
Cyprus Tohono Open Pit,1995,1.0,659.2490789967804,1003.1611059604347
Cyprus Tohono Open Pit,1996,1.0,839.2436749351455,694.3183006954018
Cyprus Tohono Open Pit,1997,1.0,906.3963774982449,686.8798854471715
Cyprus Tohono Open Pit,1998,1.0,820.28826929231,498.08672926585473
Cyprus Tohono Open Pit,2004,1.0,314.71018578087495,642.7808068011332
Cyprus Tohono Open Pit,2005,1.0,605.9993462162437,702.623222632848
Cyprus Tohono Open Pit,2006,1.0,654.0771892519688,1222.9212106889845
Cyprus Tohono Open Pit,2007,1.0,400.97019232272004,1066.9176514175442
Cyprus Tohono Open Pit,2008,1.0,289.6092544923923,870.8586548308886
El Paso,1992,0.9026666666666667,987.505982760015,
El Paso,1993,1.005897435897436,959.1938700091315,643.4263428857876
El Paso,1994,0.9992718446601941,841.3371092476353,710.6444034910924
El Paso,1995,0.9975728155339806,659.2490789967804,1003.1611059604347
El Paso,1996,0.9910194174757282,839.2436749351455,694.3183006954018
El Paso,1997,1.0025582524271843,906.3963774982449,686.8798854471715
El Paso,1998,0.9453883495145631,820.28826929231,498.08672926585473
El Paso,1999,0.8325242718446602,557.9950901626388,452.20109928406646
El Paso,2000,0.5725728155339807,555.4588259029698,533.8081174976221
El Paso,2001,0.6934466019417476,585.971062800398,398.2247760378723
El Paso,2002,0.7038834951456311,528.7539362675177,358.9698750922221
El Paso,2003,0.6266990291262136,437.7020239493989,303.6604734259495
El Paso,2004,0.679126213592233,314.71018578087495,642.7808068011332
El Paso,2005,0.6495145631067961,605.9993462162437,702.623222632848
El Paso,2006,0.6206310679611651,654.0771892519688,1222.9212106889845
El Paso,2007,0.6480582524271845,400.97019232272004,1066.9176514175442
El Paso,2008,0.6067961165048543,289.6092544923923,870.8586548308886
El Paso,2009,0.42475728155339804,484.40437246063215,733.937472228944
El Paso,2010,0.4429611650485437,295.48463456469347,965.4771784642735
El Paso,2011,0.4223300970873786,344.9625421973603,1184.76825799962
El Paso,2012,0.42961165048543687,377.1973518924253,910.701977977671
El Paso,2013,0.47815533980582525,416.49708654295705,620.9346932352228
El Paso,2014,0.4368932038834951,538.6579380491202,637.6917506905429
El Paso,2015,0.4733009708737864,625.7403040522361,626.0847314924467
El Paso,2016,0.4733009708737864,562.2139195262345,526.1823495711269
El Paso,2017,0.5024271844660194,523.0624830203443,756.6289598528965
Emerald Isle,1992,1.0,987.505982760015,
Emerald Isle,1993,1.0,959.1938700091315,643.4263428857876
Freeport Miami,1992,1.0,987.505982760015,
Freeport Miami,1993,1.0,959.1938700091315,643.4263428857876
Freeport Miami,1994,1.0,841.3371092476353,710.6444034910924
Freeport Miami,1995,1.0,659.2490789967804,1003.1611059604347
Freeport Miami,1996,1.0,839.2436749351455,694.3183006954018
Freeport Miami,1997,1.0,906.3963774982449,686.8798854471715
Freeport Miami,1998,1.0,820.28826929231,498.08672926585473
Freeport Miami,1999,1.0,557.9950901626388,452.20109928406646
Freeport Miami,2000,1.0,555.4588259029698,533.8081174976221
Freeport Miami,2001,1.0,585.971062800398,398.2247760378723
Freeport Miami,2002,1.0,528.7539362675177,358.9698750922221
Freeport Miami,2003,1.0,437.7020239493989,303.6604734259495
Freeport Miami,2004,1.0,314.71018578087495,642.7808068011332
Freeport Miami,2005,1.0,605.9993462162437,702.623222632848
Freeport Miami,2006,1.0,654.0771892519688,1222.9212106889845
Freeport Miami,2007,1.0,400.97019232272004,1066.9176514175442
Freeport Miami,2008,1.0,289.6092544923923,870.8586548308886
Freeport Miami,2009,1.0,484.40437246063215,733.937472228944
Freeport Miami,2010,1.0,295.48463456469347,965.4771784642735
Freeport Miami,2011,1.0,344.9625421973603,1184.76825799962
Freeport Miami,2012,1.0,377.1973518924253,910.701977977671
Freeport Miami,2013,1.0,416.49708654295705,620.9346932352228
Freeport Miami,2014,1.0,538.6579380491202,637.6917506905429
Freeport Miami,2015,1.0,625.7403040522361,626.0847314924467
Freeport Miami,2016,1.0,562.2139195262345,526.1823495711269
Freeport Miami,2017,1.0,523.0624830203443,756.6289598528965
Garfield,1992,0.6657004830917875,987.505982760015,
Garfield,1993,0.6971014492753623,959.1938700091315,643.4263428857876
Garfield,1994,0.5782608695652174,841.3371092476353,710.6444034910924
Garfield,1995,0.28,659.2490789967804,1003.1611059604347
Garfield,1996,0.30333333333333334,839.2436749351455,694.3183006954018
Garfield,1997,0.4866666666666667,906.3963774982449,686.8798854471715
Garfield,1998,0.8266666666666667,820.28826929231,498.08672926585473
Garfield,1999,0.8846666666666666,557.9950901626388,452.20109928406646
Garfield,2000,0.8956666666666666,555.4588259029698,533.8081174976221
Garfield,2001,0.781,585.971062800398,398.2247760378723
Garfield,2002,0.979,528.7539362675177,358.9698750922221
Garfield,2003,0.7686666666666666,437.7020239493989,303.6604734259495
Garfield,2004,0.8223333333333332,314.71018578087495,642.7808068011332
Garfield,2005,0.7733333333333333,605.9993462162437,702.623222632848
Garfield,2006,0.7263333333333334,654.0771892519688,1222.9212106889845
Garfield,2007,0.8853333333333334,400.97019232272004,1066.9176514175442
Garfield,2008,0.6686666666666666,289.6092544923923,870.8586548308886
Garfield,2009,0.9139999999999999,484.40437246063215,733.937472228944
Garfield,2010,0.8976666666666667,295.48463456469347,965.4771784642735
Garfield,2011,0.7176666666666667,344.9625421973603,1184.76825799962
Garfield,2012,0.5423333333333333,377.1973518924253,910.701977977671
Garfield,2013,0.6453013166666667,416.49708654295705,620.9346932352228
Garfield,2014,0.6803333333333333,538.6579380491202,637.6917506905429
Garfield,2015,0.65,625.7403040522361,626.0847314924467
Garfield,2016,0.6833333333333333,562.2139195262345,526.1823495711269
Garfield,2017,0.9166666666666666,523.0624830203443,756.6289598528965
Gaston,1992,0.8111111111111111,987.505982760015,
Gaston,1993,0.9538222222222221,959.1938700091315,643.4263428857876
Gaston,1994,0.9057777777777777,841.3371092476353,710.6444034910924
Gaston,1995,1.0,659.2490789967804,1003.1611059604347
Johnson,1992,1.0,987.505982760015,
Johnson,1993,1.0,959.1938700091315,643.4263428857876
Johnson,1994,1.0,841.3371092476353,710.6444034910924
Johnson,1995,1.0,659.2490789967804,1003.1611059604347
Johnson,1996,1.0,839.2436749351455,694.3183006954018
Johnson,1997,1.0,906.3963774982449,686.8798854471715
Johnson,1999,1.0,557.9950901626388,452.20109928406646
Johnson Restart,2009,1.0,484.40437246063215,733.937472228944
Johnson Restart,2010,1.0,295.48463456469347,965.4771784642735
Johnson Restart,2011,1.0,344.9625421973603,1184.76825799962
Johnson Restart,2012,1.0,377.1973518924253,910.701977977671
Liberty (Tonopah),2000,1.0,555.4588259029698,533.8081174976221
Liberty (Tonopah),2001,1.0,585.971062800398,398.2247760378723
Lisbon Valley,2006,1.0,654.0771892519688,1222.9212106889845
Lisbon Valley,2007,1.0,400.97019232272004,1066.9176514175442
Lisbon Valley,2008,1.0,289.6092544923923,870.8586548308886
Miami Leach,1992,1.0,987.505982760015,
Miami Leach,1993,1.0,959.1938700091315,643.4263428857876
Miami Leach,1994,1.0,841.3371092476353,710.6444034910924
Miami Leach,1995,1.0,659.2490789967804,1003.1611059604347
Miami Leach,1996,1.0,839.2436749351455,694.3183006954018
Miami Leach,1997,1.0,906.3963774982449,686.8798854471715
Miami Leach,1998,1.0,820.28826929231,498.08672926585473
Miami Leach,1999,1.0,557.9950901626388,452.20109928406646
Miami Leach,2000,1.0,555.4588259029698,533.8081174976221
Miami Leach,2001,1.0,585.971062800398,398.2247760378723
Miami Leach,2002,1.0,528.7539362675177,358.9698750922221
Miami Leach,2003,1.0,437.7020239493989,303.6604734259495
Miami Leach,2004,1.0,314.71018578087495,642.7808068011332
Miami Leach,2005,1.0,605.9993462162437,702.623222632848
Miami Leach,2006,1.0,654.0771892519688,1222.9212106889845
Miami Leach,2007,1.0,400.97019232272004,1066.9176514175442
Miami Leach,2008,1.0,289.6092544923923,870.8586548308886
Mineral Park,1994,1.0,841.3371092476353,710.6444034910924
Mineral Park,1995,1.0,659.2490789967804,1003.1611059604347
Mineral Park,1996,1.0,839.2436749351455,694.3183006954018
Mineral Park,1997,1.0,906.3963774982449,686.8798854471715
Mineral Park,1998,1.0,820.28826929231,498.08672926585473
Mineral Park,1999,1.0,557.9950901626388,452.20109928406646
Mineral Park,2000,1.0,555.4588259029698,533.8081174976221
Mineral Park,2001,1.0,585.971062800398,398.2247760378723
Mineral Park,2002,1.0,528.7539362675177,358.9698750922221
Mineral Park,2003,1.0,437.7020239493989,303.6604734259495
Mineral Park,2004,1.0,314.71018578087495,642.7808068011332
Mineral Park,2005,1.0,605.9993462162437,702.623222632848
Mineral Park,2006,1.0,654.0771892519688,1222.9212106889845
Mineral Park,2007,1.0,400.97019232272004,1066.9176514175442
Mineral Park,2008,1.0,289.6092544923923,870.8586548308886
Mineral Park,2009,1.0,484.40437246063215,733.937472228944
Mineral Park,2010,1.0,295.48463456469347,965.4771784642735
Mineral Park,2011,1.0,344.9625421973603,1184.76825799962
Mineral Park,2012,1.0,377.1973518924253,910.701977977671
Mineral Park,2013,1.0,416.49708654295705,620.9346932352228
Mineral Park,2014,1.0,538.6579380491202,637.6917506905429
Morenci,1992,1.0,987.505982760015,
Morenci,1993,1.0,959.1938700091315,643.4263428857876
Morenci,1994,1.0,841.3371092476353,710.6444034910924
Morenci,1995,1.0,659.2490789967804,1003.1611059604347
Morenci,1996,1.0,839.2436749351455,694.3183006954018
Morenci,1997,1.0,906.3963774982449,686.8798854471715
Morenci,1998,1.0,820.28826929231,498.08672926585473
Morenci,1999,1.0,557.9950901626388,452.20109928406646
Morenci,2000,1.0,555.4588259029698,533.8081174976221
Morenci,2001,1.0,585.971062800398,398.2247760378723
Morenci,2002,1.0,528.7539362675177,358.9698750922221
Morenci,2003,1.0,437.7020239493989,303.6604734259495
Morenci,2004,1.0,314.71018578087495,642.7808068011332
Morenci,2005,1.0,605.9993462162437,702.623222632848
Morenci,2006,1.0,654.0771892519688,1222.9212106889845
Morenci,2007,1.0,400.97019232272004,1066.9176514175442
Morenci,2008,1.0,289.6092544923923,870.8586548308886
Morenci,2009,1.0,484.40437246063215,733.937472228944
Morenci,2010,1.0,295.48463456469347,965.4771784642735
Morenci,2011,1.0,344.9625421973603,1184.76825799962
Morenci,2012,1.0,377.1973518924253,910.701977977671
Morenci,2013,1.0,416.49708654295705,620.9346932352228
Morenci,2014,1.0,538.6579380491202,637.6917506905429
Morenci,2015,1.0,625.7403040522361,626.0847314924467
Morenci,2016,1.0,562.2139195262345,526.1823495711269
Morenci,2017,1.0,523.0624830203443,756.6289598528965
Morenci Conc Leach,2007,0.15,400.97019232272004,1066.9176514175442
Morenci Conc Leach,2008,0.18461538461538463,289.6092544923923,870.8586548308886
Morenci Conc Leach,2009,0.3333333333333333,484.40437246063215,733.937472228944
Morenci Conc Leach,2015,0.6,625.7403040522361,626.0847314924467
Morenci Conc Leach,2016,0.7142857142857143,562.2139195262345,526.1823495711269
Morenci Conc Leach,2017,0.8571428571428571,523.0624830203443,756.6289598528965
Phoenix (Battle Mounta,2013,1.0,416.49708654295705,620.9346932352228
Phoenix (Battle Mounta,2014,1.0,538.6579380491202,637.6917506905429
Phoenix (Battle Mounta,2015,1.0,625.7403040522361,626.0847314924467
Phoenix (Battle Mounta,2016,1.0,562.2139195262345,526.1823495711269
Phoenix (Battle Mounta,2017,1.0,523.0624830203443,756.6289598528965
Pinto Valley,1992,1.0,987.505982760015,
Pinto Valley,1993,1.0,959.1938700091315,643.4263428857876
Pinto Valley,1994,1.0,841.3371092476353,710.6444034910924
Pinto Valley,1995,1.0,659.2490789967804,1003.1611059604347
Pinto Valley,1996,1.0,839.2436749351455,694.3183006954018
Pinto Valley,1997,1.0,906.3963774982449,686.8798854471715
Pinto Valley,1998,1.0,820.28826929231,498.08672926585473
Pinto Valley,1999,1.0,557.9950901626388,452.20109928406646
Pinto Valley,2000,1.0,555.4588259029698,533.8081174976221
Pinto Valley,2001,1.0,585.971062800398,398.2247760378723
Pinto Valley,2002,1.0,528.7539362675177,358.9698750922221
Pinto Valley,2003,1.0,437.7020239493989,303.6604734259495
Pinto Valley,2004,1.0,314.71018578087495,642.7808068011332
Pinto Valley,2005,1.0,605.9993462162437,702.623222632848
Pinto Valley,2006,1.0,654.0771892519688,1222.9212106889845
Pinto Valley,2007,1.0,400.97019232272004,1066.9176514175442
Pinto Valley,2008,1.0,289.6092544923923,870.8586548308886
Pinto Valley,2009,1.0,484.40437246063215,733.937472228944
Pinto Valley,2010,1.0,295.48463456469347,965.4771784642735
Pinto Valley,2011,1.0,344.9625421973603,1184.76825799962
Pinto Valley,2012,1.0,377.1973518924253,910.701977977671
Pinto Valley,2013,1.0,416.49708654295705,620.9346932352228
Pinto Valley,2014,1.0,538.6579380491202,637.6917506905429
Pinto Valley,2015,1.0,625.7403040522361,626.0847314924467
Pinto Valley,2016,1.0,562.2139195262345,526.1823495711269
Pinto Valley,2017,1.0,523.0624830203443,756.6289598528965
Ray,1992,1.0,987.505982760015,
Ray,1993,1.0,959.1938700091315,643.4263428857876
Ray,1994,1.0,841.3371092476353,710.6444034910924
Ray,1995,1.0,659.2490789967804,1003.1611059604347
Ray,1996,1.0,839.2436749351455,694.3183006954018
Ray,1997,1.0,906.3963774982449,686.8798854471715
Ray,1998,1.0,820.28826929231,498.08672926585473
Ray,1999,1.0,557.9950901626388,452.20109928406646
Ray,2000,1.0,555.4588259029698,533.8081174976221
Ray,2001,1.0,585.971062800398,398.2247760378723
Ray,2002,1.0,528.7539362675177,358.9698750922221
Ray,2003,1.0,437.7020239493989,303.6604734259495
Ray,2004,1.0,314.71018578087495,642.7808068011332
Ray,2005,1.0,605.9993462162437,702.623222632848
Ray,2006,1.0,654.0771892519688,1222.9212106889845
Ray,2007,1.0,400.97019232272004,1066.9176514175442
Ray,2008,1.0,289.6092544923923,870.8586548308886
Ray,2009,1.0,484.40437246063215,733.937472228944
Ray,2010,1.0,295.48463456469347,965.4771784642735
Ray,2011,1.0,344.9625421973603,1184.76825799962
Ray,2012,1.0,377.1973518924253,910.701977977671
Ray,2013,1.0,416.49708654295705,620.9346932352228
Ray,2014,1.0,538.6579380491202,637.6917506905429
Ray,2015,1.0,625.7403040522361,626.0847314924467
Ray,2016,1.0,562.2139195262345,526.1823495711269
Ray,2017,1.0,523.0624830203443,756.6289598528965
Safford SxEw,2007,1.0,400.97019232272004,1066.9176514175442
Safford SxEw,2008,1.0,289.6092544923923,870.8586548308886
Safford SxEw,2009,1.0,484.40437246063215,733.937472228944
Safford SxEw,2010,1.0,295.48463456469347,965.4771784642735
Safford SxEw,2011,1.0,344.9625421973603,1184.76825799962
Safford SxEw,2012,1.0,377.1973518924253,910.701977977671
Safford SxEw,2013,1.0,416.49708654295705,620.9346932352228
Safford SxEw,2014,1.0,538.6579380491202,637.6917506905429
Safford SxEw,2015,1.0,625.7403040522361,626.0847314924467
Safford SxEw,2016,1.0,562.2139195262345,526.1823495711269
Safford SxEw,2017,1.0,523.0624830203443,756.6289598528965
San Manuel 1,1992,0.960848275862069,987.505982760015,
San Manuel 1,1993,0.9613793103448276,959.1938700091315,643.4263428857876
San Manuel 1,1994,0.93125,841.3371092476353,710.6444034910924
San Manuel 1,1995,0.9562727272727273,659.2490789967804,1003.1611059604347
San Manuel 1,1996,0.9543636363636363,839.2436749351455,694.3183006954018
San Manuel 1,1997,1.0,906.3963774982449,686.8798854471715
San Manuel 1,1998,0.9696969696969697,820.28826929231,498.08672926585473
San Manuel 1,1999,0.78125,557.9950901626388,452.20109928406646
San Manuel 2,1992,1.0,987.505982760015,
San Manuel 2,1993,1.0,959.1938700091315,643.4263428857876
San Manuel 2,1994,1.0,841.3371092476353,710.6444034910924
San Manuel 2,1995,1.0,659.2490789967804,1003.1611059604347
San Manuel 2,1996,1.0,839.2436749351455,694.3183006954018
San Manuel 2,1997,1.0,906.3963774982449,686.8798854471715
San Manuel 2,1998,1.0,820.28826929231,498.08672926585473
San Manuel 2,1999,1.0,557.9950901626388,452.20109928406646
San Manuel 2,2000,1.0,555.4588259029698,533.8081174976221
San Manuel 2,2001,1.0,585.971062800398,398.2247760378723
San Manuel 2,2002,1.0,528.7539362675177,358.9698750922221
San Manuel Rf Bleed Ew,1992,0.4,987.505982760015,
San Manuel Rf Bleed Ew,1993,0.7,959.1938700091315,643.4263428857876
San Manuel Rf Bleed Ew,1994,0.7246,841.3371092476353,710.6444034910924
San Manuel Rf Bleed Ew,1995,0.9666666666666667,659.2490789967804,1003.1611059604347
San Manuel Rf Bleed Ew,1996,0.8761666666666666,839.2436749351455,694.3183006954018
San Manuel Rf Bleed Ew,1997,0.6666666666666666,906.3963774982449,686.8798854471715
San Manuel Rf Bleed Ew,1998,0.6666666666666666,820.28826929231,498.08672926585473
San Manuel Rf Bleed Ew,1999,0.6666666666666666,557.9950901626388,452.20109928406646
Sauget (E/R),1992,0.9,987.505982760015,
Sauget (E/R),1993,0.9,959.1938700091315,643.4263428857876
Sauget (E/R),1994,0.76,841.3371092476353,710.6444034910924
Sauget (E/R),1995,0.8,659.2490789967804,1003.1611059604347
Sauget (E/R),1996,0.9,839.2436749351455,694.3183006954018
Sauget (E/R),1997,0.82,906.3963774982449,686.8798854471715
Sauget (E/R),1998,0.8711333333333333,820.28826929231,498.08672926585473
Sauget (F/R),1992,1.0,987.505982760015,
Sauget (F/R),1993,1.0,959.1938700091315,643.4263428857876
Sauget (F/R),1994,1.0,841.3371092476353,710.6444034910924
Sauget (F/R),1995,1.0,659.2490789967804,1003.1611059604347
Sauget (F/R),1996,1.0,839.2436749351455,694.3183006954018
Sauget (F/R),1997,1.0,906.3963774982449,686.8798854471715
Sauget (F/R),1998,0.8545454545454545,820.28826929231,498.08672926585473
Sauget (F/R),1999,0.8888888888888888,557.9950901626388,452.20109928406646
Sierrita,1992,1.0,987.505982760015,
Sierrita,1993,1.0,959.1938700091315,643.4263428857876
Sierrita,1994,1.0,841.3371092476353,710.6444034910924
Sierrita,1995,1.0,659.2490789967804,1003.1611059604347
Sierrita,1996,1.0,839.2436749351455,694.3183006954018
Sierrita,1997,1.0,906.3963774982449,686.8798854471715
Sierrita,1998,1.0,820.28826929231,498.08672926585473
Sierrita,1999,1.0,557.9950901626388,452.20109928406646
Sierrita,2000,1.0,555.4588259029698,533.8081174976221
Sierrita,2001,1.0,585.971062800398,398.2247760378723
Sierrita,2002,1.0,528.7539362675177,358.9698750922221
Sierrita,2003,1.0,437.7020239493989,303.6604734259495
Sierrita,2004,1.0,314.71018578087495,642.7808068011332
Sierrita,2005,1.0,605.9993462162437,702.623222632848
Sierrita,2006,1.0,654.0771892519688,1222.9212106889845
Sierrita,2007,1.0,400.97019232272004,1066.9176514175442
Sierrita,2008,1.0,289.6092544923923,870.8586548308886
Sierrita,2009,1.0,484.40437246063215,733.937472228944
Sierrita,2010,1.0,295.48463456469347,965.4771784642735
Sierrita,2011,1.0,344.9625421973603,1184.76825799962
Sierrita,2012,1.0,377.1973518924253,910.701977977671
Sierrita,2013,1.0,416.49708654295705,620.9346932352228
Sierrita,2014,1.0,538.6579380491202,637.6917506905429
Sierrita,2015,1.0,625.7403040522361,626.0847314924467
Sierrita,2016,1.0,562.2139195262345,526.1823495711269
Sierrita,2017,1.0,523.0624830203443,756.6289598528965
Silver Bell,1997,1.0,906.3963774982449,686.8798854471715
Silver Bell,1998,1.0,820.28826929231,498.08672926585473
Silver Bell,1999,1.0,557.9950901626388,452.20109928406646
Silver Bell,2000,1.0,555.4588259029698,533.8081174976221
Silver Bell,2001,1.0,585.971062800398,398.2247760378723
Silver Bell,2002,1.0,528.7539362675177,358.9698750922221
Silver Bell,2003,1.0,437.7020239493989,303.6604734259495
Silver Bell,2004,1.0,314.71018578087495,642.7808068011332
Silver Bell,2005,1.0,605.9993462162437,702.623222632848
Silver Bell,2006,1.0,654.0771892519688,1222.9212106889845
Silver Bell,2007,1.0,400.97019232272004,1066.9176514175442
Silver Bell,2008,1.0,289.6092544923923,870.8586548308886
Silver Bell,2009,1.0,484.40437246063215,733.937472228944
Silver Bell,2010,1.0,295.48463456469347,965.4771784642735
Silver Bell,2011,1.0,344.9625421973603,1184.76825799962
Silver Bell,2012,1.0,377.1973518924253,910.701977977671
Silver Bell,2013,1.0,416.49708654295705,620.9346932352228
Silver Bell,2014,1.0,538.6579380491202,637.6917506905429
Silver Bell,2015,1.0,625.7403040522361,626.0847314924467
Silver Bell,2016,1.0,562.2139195262345,526.1823495711269
Silver Bell,2017,1.0,523.0624830203443,756.6289598528965
Sunshine,1992,0.395,987.505982760015,
Sunshine,1993,0.4,959.1938700091315,643.4263428857876
Sunshine,1994,0.4,841.3371092476353,710.6444034910924
Sunshine,1995,0.1,659.2490789967804,1003.1611059604347
Twin Buttes,1992,1.0,987.505982760015,
Twin Buttes,1993,1.0,959.1938700091315,643.4263428857876
Tyrone,1992,1.0,987.505982760015,
Tyrone,1993,1.0,959.1938700091315,643.4263428857876
Tyrone,1994,1.0,841.3371092476353,710.6444034910924
Tyrone,1995,1.0,659.2490789967804,1003.1611059604347
Tyrone,1996,1.0,839.2436749351455,694.3183006954018
Tyrone,1997,1.0,906.3963774982449,686.8798854471715
Tyrone,1998,1.0,820.28826929231,498.08672926585473
Tyrone,1999,1.0,557.9950901626388,452.20109928406646
Tyrone,2000,1.0,555.4588259029698,533.8081174976221
Tyrone,2001,1.0,585.971062800398,398.2247760378723
Tyrone,2002,1.0,528.7539362675177,358.9698750922221
Tyrone,2003,1.0,437.7020239493989,303.6604734259495
Tyrone,2004,1.0,314.71018578087495,642.7808068011332
Tyrone,2005,1.0,605.9993462162437,702.623222632848
Tyrone,2006,1.0,654.0771892519688,1222.9212106889845
Tyrone,2007,1.0,400.97019232272004,1066.9176514175442
Tyrone,2008,1.0,289.6092544923923,870.8586548308886
Tyrone,2009,1.0,484.40437246063215,733.937472228944
Tyrone,2010,1.0,295.48463456469347,965.4771784642735
Tyrone,2011,1.0,344.9625421973603,1184.76825799962
Tyrone,2012,1.0,377.1973518924253,910.701977977671
Tyrone,2013,1.0,416.49708654295705,620.9346932352228
Tyrone,2014,1.0,538.6579380491202,637.6917506905429
Tyrone,2015,1.0,625.7403040522361,626.0847314924467
Tyrone,2016,1.0,562.2139195262345,526.1823495711269
Tyrone,2017,1.0,523.0624830203443,756.6289598528965
White Pine,1992,0.8885714285714286,987.505982760015,
White Pine,1993,0.9728571428571428,959.1938700091315,643.4263428857876
White Pine,1994,0.85,841.3371092476353,710.6444034910924
White Pine,1995,0.5371428571428571,659.2490789967804,1003.1611059604347
White Pine,1996,0.8428571428571429,839.2436749351455,694.3183006954018
White Pine,1997,0.8514285714285714,906.3963774982449,686.8798854471715
