Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H1,1996,1996,1996,4,0,2,Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7409,"Copper plates, sheets and strips, thickness > 0.15mm",8,Weight in kilograms,56585906,,,,56585906,,162321187,,,0
H1,1996,1996,1996,4,0,3,Re-Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7409,"Copper plates, sheets and strips, thickness > 0.15mm",8,Weight in kilograms,37525325,,,,37525325,,112639600,,,0
H1,1996,1996,1996,4,0,1,Import,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7409,"Copper plates, sheets and strips, thickness > 0.15mm",8,Weight in kilograms,16617189,,,,16617189,,45351418,,,0
H1,1996,1996,1996,4,0,2,Export,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7409,"Copper plates, sheets and strips, thickness > 0.15mm",8,Weight in kilograms,54089522,,,,54089522,,153675350,,,0
H1,1996,1996,1996,4,0,3,Re-Export,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7409,"Copper plates, sheets and strips, thickness > 0.15mm",8,Weight in kilograms,36106536,,,,36106536,,107679143,,,0
H1,1997,1997,1997,4,0,1,Import,156,China,CHN,0,World,WLD,,,,,,,,7409,"Copper plates, sheets and strips, thickness > 0.15mm",8,Weight in kilograms,103972881,,,,103972881,,253356855,,,0
H1,1997,1997,1997,4,0,2,Export,156,China,CHN,0,World,WLD,,,,,,,,7409,"Copper plates, sheets and strips, thickness > 0.15mm",8,Weight in kilograms,28539711,,,,28539711,,72773309,,,0
H1,1997,1997,1997,4,0,1,Import,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7409,"Copper plates, sheets and strips, thickness > 0.15mm",8,Weight in kilograms,5122763,,,,5122763,,12421655,,,0
H1,1997,1997,1997,4,0,2,Export,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7409,"Copper plates, sheets and strips, thickness > 0.15mm",8,Weight in kilograms,24306184,,,,24306184,,61234604,,,0
H1,1997,1997,1997,4,0,1,Import,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7409,"Copper plates, sheets and strips, thickness > 0.15mm",8,Weight in kilograms,79465299,,,,79465299,,268978606,,,0
H1,1997,1997,1997,4,0,2,Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7409,"Copper plates, sheets and strips, thickness > 0.15mm",8,Weight in kilograms,64706174,,,,64706174,,184472555,,,0
H1,1997,1997,1997,4,0,3,Re-Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7409,"Copper plates, sheets and strips, thickness > 0.15mm",8,Weight in kilograms,43986364,,,,43986364,,130819955,,,0
H1,1997,1997,1997,4,0,1,Import,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7409,"Copper plates, sheets and strips, thickness > 0.15mm",8,Weight in kilograms,27954732,,,,27954732,,74779247,,,0
H1,1997,1997,1997,4,0,2,Export,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7409,"Copper plates, sheets and strips, thickness > 0.15mm",8,Weight in kilograms,62042448,,,,62042448,,176406158,,,0
H1,1997,1997,1997,4,0,3,Re-Export,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7409,"Copper plates, sheets and strips, thickness > 0.15mm",8,Weight in kilograms,42182368,,,,42182368,,125434358,,,0
H1,1998,1998,1998,4,0,1,Import,156,China,CHN,0,World,WLD,,,,,,,,7409,"Copper plates, sheets and strips, thickness > 0.15mm",8,Weight in kilograms,111384592,,,,111384592,,266684064,,,0
H1,1998,1998,1998,4,0,2,Export,156,China,CHN,0,World,WLD,,,,,,,,7409,"Copper plates, sheets and strips, thickness > 0.15mm",8,Weight in kilograms,18126192,,,,18126192,,44763048,,,0
H1,1998,1998,1998,4,0,1,Import,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7409,"Copper plates, sheets and strips, thickness > 0.15mm",8,Weight in kilograms,4971979,,,,4971979,,11149067,,,0
H1,1998,1998,1998,4,0,2,Export,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7409,"Copper plates, sheets and strips, thickness > 0.15mm",8,Weight in kilograms,15894521,,,,15894521,,37856680,,,0
H1,1998,1998,1998,4,0,1,Import,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7409,"Copper plates, sheets and strips, thickness > 0.15mm",8,Weight in kilograms,72799268,,,,72799268,,230057141,,,0
H1,1998,1998,1998,4,0,2,Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7409,"Copper plates, sheets and strips, thickness > 0.15mm",8,Weight in kilograms,68431487,,,,68431487,,175752461,,,0
H1,1998,1998,1998,4,0,3,Re-Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7409,"Copper plates, sheets and strips, thickness > 0.15mm",8,Weight in kilograms,51301418,,,,51301418,,134440507,,,0
H1,1998,1998,1998,4,0,1,Import,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7409,"Copper plates, sheets and strips, thickness > 0.15mm",8,Weight in kilograms,15110700,,,,15110700,,36131884,,,0
H1,1998,1998,1998,4,0,2,Export,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7409,"Copper plates, sheets and strips, thickness > 0.15mm",8,Weight in kilograms,66880346,,,,66880346,,171108101,,,0
H1,1998,1998,1998,4,0,3,Re-Export,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7409,"Copper plates, sheets and strips, thickness > 0.15mm",8,Weight in kilograms,50403728,,,,50403728,,131555945,,,0
H1,1999,1999,1999,4,0,1,Import,156,China,CHN,0,World,WLD,,,,,,,,7409,"Copper plates, sheets and strips, thickness > 0.15mm",8,Weight in kilograms,137631300,,,,137631300,,325065274,,,0
H1,1999,1999,1999,4,0,2,Export,156,China,CHN,0,World,WLD,,,,,,,,7409,"Copper plates, sheets and strips, thickness > 0.15mm",8,Weight in kilograms,23521730,,,,23521730,,51406973,,,0
H1,1999,1999,1999,4,0,1,Import,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7409,"Copper plates, sheets and strips, thickness > 0.15mm",8,Weight in kilograms,6520681,,,,6520681,,13637712,,,0
H1,1999,1999,1999,4,0,2,Export,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7409,"Copper plates, sheets and strips, thickness > 0.15mm",8,Weight in kilograms,19480392,,,,19480392,,42132404,,,0
H1,1999,1999,1999,4,0,1,Import,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7409,"Copper plates, sheets and strips, thickness > 0.15mm",8,Weight in kilograms,77705620,,,,77705620,,219519787,,,0
H1,1999,1999,1999,4,0,2,Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7409,"Copper plates, sheets and strips, thickness > 0.15mm",8,Weight in kilograms,63677761,,,,63677761,,157998162,,,0
H1,1999,1999,1999,4,0,3,Re-Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7409,"Copper plates, sheets and strips, thickness > 0.15mm",8,Weight in kilograms,53178117,,,,53178117,,134434122,,,0
H1,1999,1999,1999,4,0,1,Import,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7409,"Copper plates, sheets and strips, thickness > 0.15mm",8,Weight in kilograms,19205974,,,,19205974,,42026334,,,0
H1,1999,1999,1999,4,0,2,Export,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7409,"Copper plates, sheets and strips, thickness > 0.15mm",8,Weight in kilograms,60707001,,,,60707001,,150826408,,,0
H1,1999,1999,1999,4,0,3,Re-Export,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7409,"Copper plates, sheets and strips, thickness > 0.15mm",8,Weight in kilograms,50670774,,,,50670774,,128618193,,,0
H1,2000,2000,2000,4,0,1,Import,156,China,CHN,0,World,WLD,,,,,,,,7409,"Copper plates, sheets and strips, thickness > 0.15mm",8,Weight in kilograms,170470880,,,,170470880,,439770315,,,0
H1,2000,2000,2000,4,0,2,Export,156,China,CHN,0,World,WLD,,,,,,,,7409,"Copper plates, sheets and strips, thickness > 0.15mm",8,Weight in kilograms,31691116,,,,31691116,,76682768,,,0
H1,2000,2000,2000,4,0,4,Re-Import,156,China,CHN,0,World,WLD,,,,,,,,7409,"Copper plates, sheets and strips, thickness > 0.15mm",8,Weight in kilograms,14547851,,,,14547851,,30603063,,,0
H1,2000,2000,2000,4,0,1,Import,156,China,CHN,156,China,CHN,,,,,,,,7409,"Copper plates, sheets and strips, thickness > 0.15mm",8,Weight in kilograms,14547851,,,,14547851,,30603063,,,0
H1,2000,2000,2000,4,0,4,Re-Import,156,China,CHN,156,China,CHN,,,,,,,,7409,"Copper plates, sheets and strips, thickness > 0.15mm",8,Weight in kilograms,14547851,,,,14547851,,30603063,,,0
H1,2000,2000,2000,4,0,1,Import,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7409,"Copper plates, sheets and strips, thickness > 0.15mm",8,Weight in kilograms,9209091,,,,9209091,,21902970,,,0
H1,2000,2000,2000,4,0,2,Export,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7409,"Copper plates, sheets and strips, thickness > 0.15mm",8,Weight in kilograms,26789091,,,,26789091,,64367702,,,0
H1,2000,2000,2000,4,0,1,Import,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7409,"Copper plates, sheets and strips, thickness > 0.15mm",8,Weight in kilograms,81791173,,,,81791173,,259650208,,,0
H1,2000,2000,2000,4,0,2,Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7409,"Copper plates, sheets and strips, thickness > 0.15mm",8,Weight in kilograms,79114907,,,,79114907,,218301573,,,0
H1,2000,2000,2000,4,0,3,Re-Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7409,"Copper plates, sheets and strips, thickness > 0.15mm",8,Weight in kilograms,67312119,,,,67312119,,190114958,,,0
H1,2000,2000,2000,4,0,1,Import,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7409,"Copper plates, sheets and strips, thickness > 0.15mm",8,Weight in kilograms,27329430,,,,27329430,,66105613,,,0
H1,2000,2000,2000,4,0,2,Export,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7409,"Copper plates, sheets and strips, thickness > 0.15mm",8,Weight in kilograms,76146998,,,,76146998,,209924984,,,0
H1,2000,2000,2000,4,0,3,Re-Export,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7409,"Copper plates, sheets and strips, thickness > 0.15mm",8,Weight in kilograms,64995998,,,,64995998,,183616947,,,0
H1,2001,2001,2001,4,0,1,Import,156,China,CHN,0,World,WLD,,,,,,,,7409,"Copper plates, sheets and strips, thickness > 0.15mm",8,Weight in kilograms,167963658,,,,167963658,,430700887,,,6
H1,2001,2001,2001,4,0,2,Export,156,China,CHN,0,World,WLD,,,,,,,,7409,"Copper plates, sheets and strips, thickness > 0.15mm",8,Weight in kilograms,19680011,,,,19680011,,45872132,,,0
H1,2001,2001,2001,4,0,4,Re-Import,156,China,CHN,0,World,WLD,,,,,,,,7409,"Copper plates, sheets and strips, thickness > 0.15mm",8,Weight in kilograms,13592526,,,,13592526,,28310168,,,0
H1,2001,2001,2001,4,0,1,Import,156,China,CHN,156,China,CHN,,,,,,,,7409,"Copper plates, sheets and strips, thickness > 0.15mm",8,Weight in kilograms,13592526,,,,13592526,,28310168,,,0
H1,2001,2001,2001,4,0,4,Re-Import,156,China,CHN,156,China,CHN,,,,,,,,7409,"Copper plates, sheets and strips, thickness > 0.15mm",8,Weight in kilograms,13592526,,,,13592526,,28310168,,,0
H1,2001,2001,2001,4,0,1,Import,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7409,"Copper plates, sheets and strips, thickness > 0.15mm",8,Weight in kilograms,9718778,,,,9718778,,22055520,,,0
H1,2001,2001,2001,4,0,2,Export,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7409,"Copper plates, sheets and strips, thickness > 0.15mm",8,Weight in kilograms,13016168,,,,13016168,,29697799,,,0
H1,2001,2001,2001,4,0,1,Import,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7409,"Copper plates, sheets and strips, thickness > 0.15mm",8,Weight in kilograms,72857913,,,,72857913,,207014609,,,0
H1,2001,2001,2001,4,0,2,Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7409,"Copper plates, sheets and strips, thickness > 0.15mm",8,Weight in kilograms,68066591,,,,68066591,,186495306,,,0
H1,2001,2001,2001,4,0,3,Re-Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7409,"Copper plates, sheets and strips, thickness > 0.15mm",8,Weight in kilograms,59926288,,,,59926288,,167767170,,,0
H1,2001,2001,2001,4,0,1,Import,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7409,"Copper plates, sheets and strips, thickness > 0.15mm",8,Weight in kilograms,16785897,,,,16785897,,38305842,,,0
H1,2001,2001,2001,4,0,2,Export,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7409,"Copper plates, sheets and strips, thickness > 0.15mm",8,Weight in kilograms,65675527,,,,65675527,,178570873,,,0
H1,2001,2001,2001,4,0,3,Re-Export,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7409,"Copper plates, sheets and strips, thickness > 0.15mm",8,Weight in kilograms,58184623,,,,58184623,,161616709,,,0
H0,1992,1992,1992,4,0,1,Import,156,China,CHN,0,World,WLD,,,,,,,,7402,"Unrefined copper, copper anodes, electrolytic refinin",8,Weight in kilograms,113154994,,,,113154994,,229967946,,,0
H0,1992,1992,1992,4,0,2,Export,156,China,CHN,0,World,WLD,,,,,,,,7402,"Unrefined copper, copper anodes, electrolytic refinin",8,Weight in kilograms,778967,,,,778967,,1010149,,,0
H0,1992,1992,1992,4,0,1,Import,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7402,"Unrefined copper, copper anodes, electrolytic refinin",8,Weight in kilograms,5050312,,,,5050312,,9577167,,,0
H0,1992,1992,1992,4,0,2,Export,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7402,"Unrefined copper, copper anodes, electrolytic refinin",8,Weight in kilograms,393375,,,,393375,,178852,,,0
H0,1993,1993,1993,4,0,1,Import,156,China,CHN,0,World,WLD,,,,,,,,7402,"Unrefined copper, copper anodes, electrolytic refinin",8,Weight in kilograms,102634970,,,,102634970,,183325588,,,0
H0,1993,1993,1993,4,0,2,Export,156,China,CHN,0,World,WLD,,,,,,,,7402,"Unrefined copper, copper anodes, electrolytic refinin",8,Weight in kilograms,360292,,,,360292,,561379,,,0
H0,1993,1993,1993,4,0,1,Import,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7402,"Unrefined copper, copper anodes, electrolytic refinin",8,Weight in kilograms,4527527,,,,4527527,,7663061,,,0
H0,1993,1993,1993,4,0,2,Export,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7402,"Unrefined copper, copper anodes, electrolytic refinin",8,Weight in kilograms,118843,,,,118843,,69882,,,0
H0,1994,1994,1994,4,0,1,Import,156,China,CHN,0,World,WLD,,,,,,,,7402,"Unrefined copper, copper anodes, electrolytic refinin",8,Weight in kilograms,42742203,,,,42742203,,75295991,,,0
H0,1994,1994,1994,4,0,2,Export,156,China,CHN,0,World,WLD,,,,,,,,7402,"Unrefined copper, copper anodes, electrolytic refinin",8,Weight in kilograms,801392,,,,801392,,1189983,,,0
H0,1994,1994,1994,4,0,1,Import,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7402,"Unrefined copper, copper anodes, electrolytic refinin",8,Weight in kilograms,4429640,,,,4429640,,8854261,,,0
H0,1994,1994,1994,4,0,2,Export,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7402,"Unrefined copper, copper anodes, electrolytic refinin",8,Weight in kilograms,491125,,,,491125,,486238,,,0
H0,1995,1995,1995,4,0,1,Import,156,China,CHN,0,World,WLD,,,,,,,,7402,"Unrefined copper, copper anodes, electrolytic refinin",8,Weight in kilograms,79778058,,,,79778058,,173925317,,,0
H0,1995,1995,1995,4,0,2,Export,156,China,CHN,0,World,WLD,,,,,,,,7402,"Unrefined copper, copper anodes, electrolytic refinin",8,Weight in kilograms,3745799,,,,3745799,,9685140,,,0
H0,1995,1995,1995,4,0,1,Import,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7402,"Unrefined copper, copper anodes, electrolytic refinin",8,Weight in kilograms,765750,,,,765750,,1705930,,,0
H0,1995,1995,1995,4,0,2,Export,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7402,"Unrefined copper, copper anodes, electrolytic refinin",8,Weight in kilograms,1139125,,,,1139125,,3160592,,,0
H0,1992,1992,1992,4,0,1,Import,156,China,CHN,0,World,WLD,,,,,,,,7403,"Refined copper and copper alloys, unwrought",8,Weight in kilograms,265719212,,,,265719212,,609441299,,,0
H0,1992,1992,1992,4,0,2,Export,156,China,CHN,0,World,WLD,,,,,,,,7403,"Refined copper and copper alloys, unwrought",8,Weight in kilograms,11439344,,,,11439344,,24898382,,,0
H0,1992,1992,1992,4,0,1,Import,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7403,"Refined copper and copper alloys, unwrought",8,Weight in kilograms,10450221,,,,10450221,,22051962,,,0
H0,1992,1992,1992,4,0,2,Export,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7403,"Refined copper and copper alloys, unwrought",8,Weight in kilograms,7416470,,,,7416470,,16370095,,,0
H0,1993,1993,1993,4,0,1,Import,156,China,CHN,0,World,WLD,,,,,,,,7403,"Refined copper and copper alloys, unwrought",8,Weight in kilograms,259695494,,,,259695494,,511996004,,,0
H0,1993,1993,1993,4,0,2,Export,156,China,CHN,0,World,WLD,,,,,,,,7403,"Refined copper and copper alloys, unwrought",8,Weight in kilograms,5942717,,,,5942717,,11917696,,,0
H0,1993,1993,1993,4,0,1,Import,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7403,"Refined copper and copper alloys, unwrought",8,Weight in kilograms,6087490,,,,6087490,,11885423,,,0
H0,1993,1993,1993,4,0,2,Export,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7403,"Refined copper and copper alloys, unwrought",8,Weight in kilograms,1846397,,,,1846397,,3571446,,,0
H0,1993,1993,1993,4,0,1,Import,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7403,"Refined copper and copper alloys, unwrought",8,Weight in kilograms,55001246,,,,55001246,,117710931,,,0
H0,1993,1993,1993,4,0,2,Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7403,"Refined copper and copper alloys, unwrought",8,Weight in kilograms,40954264,,,,40954264,,86263820,,,0
H0,1993,1993,1993,4,0,3,Re-Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7403,"Refined copper and copper alloys, unwrought",8,Weight in kilograms,40871249,,,,40871249,,85601437,,,0
H0,1993,1993,1993,4,0,1,Import,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7403,"Refined copper and copper alloys, unwrought",8,Weight in kilograms,1533300,,,,1533300,,2971725,,,0
H0,1993,1993,1993,4,0,2,Export,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7403,"Refined copper and copper alloys, unwrought",8,Weight in kilograms,37569524,,,,37569524,,77856042,,,0
H0,1993,1993,1993,4,0,3,Re-Export,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7403,"Refined copper and copper alloys, unwrought",8,Weight in kilograms,37562899,,,,37562899,,77833291,,,0
H0,1994,1994,1994,4,0,1,Import,156,China,CHN,0,World,WLD,,,,,,,,7403,"Refined copper and copper alloys, unwrought",8,Weight in kilograms,78629370,,,,78629370,,148674815,,,0
H0,1994,1994,1994,4,0,2,Export,156,China,CHN,0,World,WLD,,,,,,,,7403,"Refined copper and copper alloys, unwrought",8,Weight in kilograms,15315556,,,,15315556,,32173084,,,0
H0,1994,1994,1994,4,0,1,Import,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7403,"Refined copper and copper alloys, unwrought",8,Weight in kilograms,1797950,,,,1797950,,4586576,,,0
H0,1994,1994,1994,4,0,2,Export,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7403,"Refined copper and copper alloys, unwrought",8,Weight in kilograms,4701896,,,,4701896,,10054284,,,0
H0,1994,1994,1994,4,0,1,Import,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7403,"Refined copper and copper alloys, unwrought",8,Weight in kilograms,23233492,,,,23233492,,50957632,,,0
H0,1994,1994,1994,4,0,2,Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7403,"Refined copper and copper alloys, unwrought",8,Weight in kilograms,20018266,,,,20018266,,46424340,,,0
H0,1994,1994,1994,4,0,3,Re-Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7403,"Refined copper and copper alloys, unwrought",8,Weight in kilograms,19952380,,,,19952380,,46124160,,,0
H0,1994,1994,1994,4,0,1,Import,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7403,"Refined copper and copper alloys, unwrought",8,Weight in kilograms,3189490,,,,3189490,,7139757,,,0
H0,1994,1994,1994,4,0,2,Export,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7403,"Refined copper and copper alloys, unwrought",8,Weight in kilograms,17710564,,,,17710564,,39626120,,,0
H0,1994,1994,1994,4,0,3,Re-Export,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7403,"Refined copper and copper alloys, unwrought",8,Weight in kilograms,17659116,,,,17659116,,39460764,,,0
H0,1995,1995,1995,4,0,1,Import,156,China,CHN,0,World,WLD,,,,,,,,7403,"Refined copper and copper alloys, unwrought",8,Weight in kilograms,107680717,,,,107680717,,232327468,,,0
H0,1995,1995,1995,4,0,2,Export,156,China,CHN,0,World,WLD,,,,,,,,7403,"Refined copper and copper alloys, unwrought",8,Weight in kilograms,39200742,,,,39200742,,102861729,,,0
H0,1995,1995,1995,4,0,1,Import,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7403,"Refined copper and copper alloys, unwrought",8,Weight in kilograms,13466213,,,,13466213,,6150991,,,0
H0,1995,1995,1995,4,0,2,Export,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7403,"Refined copper and copper alloys, unwrought",8,Weight in kilograms,6254967,,,,6254967,,16205572,,,0
H0,1995,1995,1995,4,0,1,Import,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7403,"Refined copper and copper alloys, unwrought",8,Weight in kilograms,51248138,,,,51248138,,148404036,,,0
H0,1995,1995,1995,4,0,2,Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7403,"Refined copper and copper alloys, unwrought",8,Weight in kilograms,32658553,,,,32658553,,95869012,,,0
H0,1995,1995,1995,4,0,3,Re-Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7403,"Refined copper and copper alloys, unwrought",8,Weight in kilograms,32514265,,,,32514265,,94988052,,,0
H0,1995,1995,1995,4,0,1,Import,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7403,"Refined copper and copper alloys, unwrought",8,Weight in kilograms,8364342,,,,8364342,,23690040,,,0
H0,1995,1995,1995,4,0,2,Export,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7403,"Refined copper and copper alloys, unwrought",8,Weight in kilograms,24963817,,,,24963817,,72496980,,,0
H0,1995,1995,1995,4,0,3,Re-Export,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7403,"Refined copper and copper alloys, unwrought",8,Weight in kilograms,24919337,,,,24919337,,72278518,,,0
H0,1992,1992,1992,4,0,1,Import,156,China,CHN,0,World,WLD,,,,,,,,7405,Master alloys of copper,8,Weight in kilograms,120536,,,,120536,,185744,,,0
H0,1992,1992,1992,4,0,2,Export,156,China,CHN,0,World,WLD,,,,,,,,7405,Master alloys of copper,8,Weight in kilograms,101437,,,,101437,,995953,,,0
H0,1992,1992,1992,4,0,1,Import,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7405,Master alloys of copper,8,Weight in kilograms,106777,,,,106777,,163723,,,0
H0,1992,1992,1992,4,0,2,Export,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7405,Master alloys of copper,8,Weight in kilograms,7000,,,,7000,,47505,,,0
H0,1993,1993,1993,4,0,1,Import,156,China,CHN,0,World,WLD,,,,,,,,7405,Master alloys of copper,8,Weight in kilograms,64782,,,,64782,,182359,,,0
H0,1993,1993,1993,4,0,2,Export,156,China,CHN,0,World,WLD,,,,,,,,7405,Master alloys of copper,8,Weight in kilograms,137245,,,,137245,,1073073,,,0
H0,1993,1993,1993,4,0,1,Import,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7405,Master alloys of copper,8,Weight in kilograms,10687,,,,10687,,28703,,,0
H0,1993,1993,1993,4,0,2,Export,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7405,Master alloys of copper,8,Weight in kilograms,19414,,,,19414,,122276,,,0
H0,1993,1993,1993,4,0,1,Import,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7405,Master alloys of copper,8,Weight in kilograms,44553,,,,44553,,373466,,,0
H0,1993,1993,1993,4,0,2,Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7405,Master alloys of copper,8,Weight in kilograms,40000,,,,40000,,334293,,,0
H0,1993,1993,1993,4,0,3,Re-Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7405,Master alloys of copper,8,Weight in kilograms,40000,,,,40000,,334293,,,0
H0,1993,1993,1993,4,0,1,Import,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,7405,Master alloys of copper,8,Weight in kilograms,40621,,,,40621,,276514,,,0
H0,1994,1994,1994,4,0,1,Import,156,China,CHN,0,World,WLD,,,,,,,,7405,Master alloys of copper,8,Weight in kilograms,36186,,,,36186,,244210,,,0
H0,1994,1994,1994,4,0,2,Export,156,China,CHN,0,World,WLD,,,,,,,,7405,Master alloys of copper,8,Weight in kilograms,189339,,,,189339,,1505668,,,0
H0,1994,1994,1994,4,0,1,Import,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7405,Master alloys of copper,8,Weight in kilograms,8812,,,,8812,,31208,,,0
H0,1994,1994,1994,4,0,2,Export,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,7405,Master alloys of copper,8,Weight in kilograms,50000,,,,50000,,369478,,,0
H0,1994,1994,1994,4,0,1,Import,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7405,Master alloys of copper,8,Weight in kilograms,33503,,,,33503,,292286,,,0
